t,ax,ay,yawRate,steer,gas,t_sec,yaw,yaw_rad,ax_world,ay_world,angular_accel,x_world,y_world
2432.0,-0.0005,0.0504,-0.122,2988.0,3030.0,2.432,0.0,0.0,-0.0005,0.0504,0.0,0.0,0.0
3151.0,0.013,0.0824,-0.061,3014.0,3594.0,3.151,-0.04385899999999999,-0.0007654839566321928,0.013063072063089657,0.08239002456775046,0.08484005563282337,0.0067530987968068895,0.04259242949056883
3871.0,0.0004,0.0822,0.122,3100.0,3876.0,3.871,0.04398100000000003,0.0007676132583196265,0.00033690207851663106,0.08220028282791667,0.2541666666666666,0.013690239979930165,0.1278567240267939
4087.0,0.0041,0.0399,-0.2439,3124.0,3880.0,4.087,-0.008701399999999915,-0.00015186807953303312,0.004106059489069053,0.039899376880751236,-1.6939814814814835,0.01596295464638915,0.1552975577154097
4268.0,0.0143,0.075,0.2134,3136.0,3930.0,4.268,0.029924000000000096,0.0005222723253667849,0.014260827627084346,0.07500745826509912,2.526519337016574,0.018334604336155413,0.18074927935951907
4627.0,-0.2074,0.0184,14.9695,3266.0,3966.0,4.627,5.4039745,0.09431714771881432,-0.20821106070020023,-0.0012141672444680347,41.1033426183844,-0.003795855109294661,0.23107438781914585
4807.0,-0.6821,-0.184,40.5183,3988.0,3966.0,4.807,12.697268500000025,0.22160914133476206,-0.6249761164643559,-0.3294256575452673,141.9377777777773,-0.03514113337238067,0.2456336414247985
5527.0,-0.539,-4.0699,256.4329,4014.0,4002.0,5.527,197.32895649999998,3.4440400004496654,-0.6977146663485548,4.045713936298774,299.881388888889,-0.5222175294598148,2.401168760424692
5888.0,-1.3242,-4.0963,321.8293,4002.0,4002.0,5.888,313.5093337999999,5.471770110543944,-3.882567245128721,-1.8597986227152592,181.15346260387815,-1.272412268450517,3.239559302390152
6067.0,-1.8097,-3.6208,326.2805,4002.0,4002.0,6.067,371.9135433,6.491115863343497,-1.0232578858828187,-3.916395029740823,24.867039106145373,-1.6771786912123545,3.529785743014574
6247.0,-2.2474,-3.1753,282.8659,4004.0,4002.0,6.247,422.82940529999996,7.379765296734561,1.7986524513462105,-3.44937475628066,-241.19222222222265,-2.025930039482204,3.709873818298767
6948.0,-2.555,-2.4943,287.3171,3494.0,4002.0,6.948,624.2386924000001,10.895020500724106,-2.225218410955917,2.7924828582361654,6.3497860199714244,-4.477597342606382,5.7834456916200985
7668.0,-2.1671,-2.208,-0.3963,2992.0,4016.0,7.668,623.9533564000001,10.890040448049634,-1.9674376323059586,2.387629697626146,-399.60194444444454,-8.015634640650859,9.150967176215223
