t,ax,ay,yawRate,steer
1648,1.6159,2978,
9518,-0.4275,-0.2951,25.0610,3624,
9572,-0.4512,-0.2700,27.5915,3646,
9626,-0.4759,-0.2395,27.8049,3666,
9679,-0.6335,-0.1083,26.4939,3678,
9734,-0.6203,-0.0565,23.9024,3666,
9788,-0.3636,-0.1012,24.2683,3644,
9842,-0.4728,-0.1820,20.4573,3608,
9895,-0.2792,-0.1791,19.2073,3608,
9950,-0.3339,-0.2285,15.9146,3628,
10004,-0.2810,-0.1115,15.9146,3632,
10058,-0.4216,-0.0154,14.1159,3648,
10112,-0.2339,-0.1052,12.4695,3638,
10166,-0.1967,-0.1220,10.5793,3660,
10220,-0.0941,-0.1718,9.4512,3666,
10273,-0.1826,-0.1705,7.9268,3692,
10328,-0.0038,-0.6205,2.8963,3690,
10382,0.0381,-0.5496,4.0244,3692,
10436,0.3178,-0.5996,0.8232,3706,
10489,0.1470,-0.3221,-1.2195,3692,
10544,0.0510,-0.1294,-2.0122,3690,
10598,-0.1258,0.0612,-1.2500,3686,
10651,-1.3868,1.6081,27.6524,3696,
10705,-1.4715,1.9142,37.1646,3682,
10760,-1.7144,2.3823,54.1159,3678,
10814,-2.2818,2.7826,70.9451,3688,
10867,-2.8157,2.6915,88.5366,3674,
10921,-2.5868,2.7436,98.9024,3654,
10975,-2.7896,2.6958,110.8232,3654,
11029,-2.9246,1.8703,96.8598,3620,
11083,-2.5594,0.6036,80.0305,3570,
11138,-2.2999,0.2981,69.0854,3568,
11191,-1.6235,-0.1705,63.3841,3564,
11245,-1.6129,-0.2039,58.0488,3456,
11299,-1.3320,-0.2843,52.5610,3364,
11354,-1.0235,-0.0114,42.0732,3342,
11407,-0.6799,-0.0695,34.4207,3320,
11461,-0.6234,-0.0427,31.5854,3326,
11515,-0.6893,-0.1514,28.7805,3454,
11569,-0.7296,-0.2141,32.0732,3640,
11623,-0.7398,-0.3235,36.6159,3698,
11677,-0.7580,-0.3867,41.9817,3744,
11731,-0.7960,-0.4353,42.1341,3760,
11785,-0.8350,-0.4995,41.9512,3770,
11839,-0.7264,-0.5313,37.7439,3754,
11893,-0.6334,-0.3805,36.0061,3734,
11948,-0.4981,-0.3097,32.9878,3732,
12001,-0.4502,-0.1635,30.7317,3728,
12055,-0.5766,-0.1427,29.3598,3728,
12109,-0.7500,-0.0395,26.7683,3726,
12164,-0.7010,-0.1130,24.0854,3736,
12217,-0.5896,-0.1680,21.2500,3720,
12271,-0.4338,-0.1598,20.1220,3718,
12325,-0.3600,-0.1422,17.9573,3714,
12379,-0.3052,-0.1233,15.6402,3712,
12433,-0.2715,-0.0177,13.1707,3710,
12487,-0.1851,0.0045,11.4939,3710,
12541,-0.0782,-0.1927,8.7195,3718,
12595,-0.1085,-0.0469,8.4146,3704,
12649,-0.3095,0.6582,30.5488,3704,
12703,-1.2273,1.4368,48.0183,3702,
12756,-1.3888,1.9166,66.7378,3696,
12811,-1.8619,2.1835,81.6464,3698,
12865,-2.3361,2.1380,95.7927,3694,
12919,-2.6226,1.8134,102.7439,3706,
12973,-2.7048,2.1177,110.3049,3670,
13027,-3.2062,1.5879,118.8720,3538,
13081,-3.1085,0.8197,122.8354,3528,
13134,-3.3999,0.0936,102.3476,3516,
13189,-3.1389,-0.3015,94.4512,3436,
13243,-2.7242,-0.4648,79.0244,3232,
13297,-2.2086,-0.5753,68.6585,3026,
13350,-1.7774,-0.4383,44.6646,2978,
13405,-1.4425,-0.4028,24.8171,2938,
13459,-1.1238,-0.2356,15.0610,2900,
13512,-0.9522,-0.2579,9.2378,2850,
13566,-0.7240,-0.0876,8.4146,2828,
13621,-0.5859,-0.1486,2.8963,2820,
13675,-0.3499,-0.1098,-0.7317,2778,
13728,-0.1420,-0.0217,-4.7866,2746,
13783,0.0085,-0.1481,-6.8293,2754,
13837,-0.0574,-0.2348,-8.2622,2730,
13890,0.1155,-0.2142,-6.4024,2728,
13944,-0.0906,-0.0756,-12.4085,2716,
13999,-0.2027,0.0396,-12.3476,2710,
14053,-0.1847,0.0369,-9.9085,2710,
14106,-0.0831,0.1028,-9.5732,2702,
14160,0.0729,0.1383,-8.7195,2736,
14215,0.0928,0.6273,-12.3171,2756,
14269,-0.4721,1.5237,-17.1037,2754,
14322,-0.6799,2.1235,-17.3476,2744,
14376,-0.7579,2.4443,-9.6646,2758,
14431,-0.7457,2.6867,-17.8049,2758,
14484,-1.0639,3.1008,-19.0549,2746,
14538,-0.8990,2.7655,-18.1707,2738,
14593,-0.7077,3.1840,-25.8537,2720,
14647,-0.2415,3.1836,-35.3963,2672,
14700,-0.7286,2.9998,-38.8720,2656,
14754,-0.7581,2.8198,-44.7256,2668,
14809,-0.8095,2.8372,-59.6646,2866,
14862,-0.5480,2.9200,-56.3110,2978,
14916,-0.2579,2.8680,-35.3659,3110,
14970,0.0638,2.3892,-12.8963,3100,
15024,-0.0831,1.2151,5.6402,3010,
15078,0.3808,0.6168,16.9207,2978,
15132,0.3884,0.6730,13.2317,2992,
15185,0.0483,0.4900,16.4939,2992,
15240,0.0348,0.0296,7.3780,2980,
15294,0.1524,0.0892,4.6037,2978,
15347,0.3714,-0.4027,-1.8293,2992,
15401,-0.1238,-0.8364,-0.9756,2992,
15456,-0.1713,-0.9670,2.3780,2978,
15510,-0.4134,-0.9570,1.9512,2990,
15563,-0.0851,-0.6080,10.8537,2948,
15618,-0.2677,-0.5367,9.1159,2804,
15672,-0.0341,-0.1899,7.6220,2726,
15726,0.3323,0.0051,-3.9634,2648,
15779,0.6853,0.2919,-15.1220,2518,
15834,0.6215,0.1947,-24.3598,2442,
15888,1.0828,0.2635,-46.4329,2382,
15941,1.3049,0.2055,-70.3049,2362,
15995,1.8469,-0.1444,-77.5915,2346,
16050,2.4817,-0.0198,-75.5488,2356,
16103,2.6097,-0.1264,-67.3476,2354,
16157,2.7280,-0.2319,-63.7500,2352,
16211,2.6478,-0.3766,-55.8841,2332,
16265,2.4286,-0.1475,-47.1341,2330,
16319,2.0319,-0.5016,-38.5976,2272,
16373,1.7835,-0.4228,-33.1402,2172,
16428,1.6969,-0.4053,-34.8476,2080,
16481,1.5797,-0.4827,-38.5671,2008,
16535,1.3859,-0.5787,-37.0122,1968,
16589,1.2160,-0.5276,-35.0915,1966,
16643,1.0159,-0.6074,-33.0793,1968,
16697,0.8223,-0.5410,-26.8902,1968,
16751,0.6880,-0.3978,-24.5122,1968,
16805,0.6016,-0.4006,-19.6951,1968,
16860,0.5608,-0.2377,-16.0366,1968,
16913,0.5415,-0.1667,-12.1341,1968,
16967,0.5165,-0.1712,-8.8415,1986,
17021,0.4041,-0.7436,-5.0305,1986,
17075,0.2654,-0.6705,-3.3232,2008,
17129,0.2118,-0.7404,2.4695,2028,
17183,0.1355,-0.4022,4.8171,2106,
17238,0.0940,-0.1686,6.5854,2300,
17291,0.0086,0.0284,9.2988,2650,
17345,-0.0678,0.1607,12.6220,2980,
17399,0.0095,0.2803,10.8841,3044,
17453,-0.0322,0.3454,5.5183,3060,
17507,0.0370,0.4741,0.8841,2978,
17561,0.0066,0.5215,0.8232,2778,
17615,-0.0632,0.5316,0.3049,2674,
17669,-0.1008,0.5407,-4.9085,2592,
17723,-0.0002,0.5642,-0.9146,2540,
17777,-0.0212,0.5773,-1.9817,2554,
17830,-0.0500,0.5811,0.6098,2622,
17885,-0.0568,0.5741,1.1280,2662,
17939,-0.0986,0.5584,1.8293,2670,
17993,-0.0137,0.5870,0.5488,2702,
18046,-0.0416,0.6032,1.3415,2704,
18101,-0.0458,0.6109,0.4573,2692,
18155,-0.0385,0.6213,0.6098,2702,
18209,-0.0342,0.6335,0.7012,2696,
18263,-0.0360,0.6347,0.5488,2694,
18317,-0.0326,0.6279,0.7317,2680,
18371,-0.0261,0.6292,0.5183,2690,
18424,-0.0223,0.6389,0.5183,2692,
18479,-0.0284,0.6395,0.7317,2680,
18533,-0.0438,0.6375,0.5793,2692,
18587,-0.0523,0.6340,0.7622,2692,
18640,-0.0557,0.6341,0.5183,2692,
18695,-0.0527,0.6327,0.5488,2680,
18749,-0.0436,0.6417,0.6707,2690,
18803,-0.0392,0.6460,0.4268,2694,
18856,-0.0376,0.6504,0.5488,2682,
18911,-0.0377,0.6419,0.3963,2694,
18965,-0.0465,0.6323,0.6707,2694,
19018,-0.0597,0.6308,0.8537,2692,
19073,-0.0683,0.6263,0.6098,2678,
19127,-0.0738,0.6284,0.6098,2690,
19181,-0.0725,0.6272,0.6098,2690,
19234,-0.0561,0.6272,0.5183,2676,
19289,-0.0410,0.6277,0.5183,2688,
19343,-0.1075,0.6884,0.7012,2688,
19396,-0.1286,0.6211,0.4268,2690,
19450,-0.4663,1.2166,-1.4634,2678,
19505,-0.5603,2.1651,-14.8476,2692,
19559,-0.5718,2.4432,-16.7378,2694,
19612,-0.7500,2.8739,-16.5854,2704,
19666,-0.9323,3.2396,-14.1768,2704,
19721,-0.6697,3.2098,-16.3415,2554,
19774,-0.5999,2.9155,-15.9146,2420,
19828,-0.0193,2.8764,-35.3659,2370,
19883,0.3264,2.5702,-50.0305,2350,
19937,0.6265,2.5862,-61.3415,2368,
19990,0.8216,2.3836,-67.2256,2566,
20044,0.8114,1.9538,-61.3415,2898,
20099,0.7186,1.5697,-47.2561,2928,
20152,0.1267,1.1533,-26.3720,2884,
20206,0.3096,0.7761,-11.5244,2702,
20260,0.3372,0.3480,-10.7927,2516,
20314,0.3541,0.3124,-21.0976,2368,
20368,0.9943,0.4668,-45.3354,2264,
20422,1.4357,0.5995,-53.0183,2176,
20476,1.6911,0.3670,-60.0305,2074,
20530,1.6852,0.3080,-66.0976,1992,
20584,1.7480,0.1185,-65.6402,1972,
20638,1.5435,0.1260,-67.5305,1968,
20691,1.4914,0.0155,-65.4573,1968,
20746,1.4536,-0.1283,-60.5793,1978,
20800,1.2817,-0.2080,-57.0732,1968,
20854,1.0689,-0.1789,-55.0610,1968,
20908,0.9471,-0.1508,-50.9756,1968,
20962,0.9425,-0.1963,-45.0610,1968,
21016,0.8732,-0.2379,-41.5549,1968,
21069,0.7876,-0.3192,-35.1524,1968,
21124,0.7656,-0.1643,-31.2195,1980,
21178,0.7461,-0.1616,-26.2500,1968,
21231,0.6347,-0.1839,-22.4390,1968,
21285,0.6265,0.0023,-16.4634,1968,
21340,0.5501,0.0713,-14.2683,1968,
21394,0.5602,0.1978,-10.7927,1968,
21447,0.4755,0.0208,-9.1463,1968,
21501,0.0778,0.3164,-5.1220,1980,
21556,0.1307,0.0534,-0.2744,1968,
21610,0.0902,0.2252,3.1707,1968,
21663,0.1157,0.3607,2.8659,1968,
21718,0.0887,0.4724,1.9817,1968,
21772,0.0906,0.5556,1.4329,1968,
21826,0.0826,0.6274,1.0976,1968,
21879,0.0775,0.6772,0.3963,1968,
21934,0.0841,0.6964,0.2439,1968,
21988,0.0888,0.7089,0.0610,1966,
22042,0.0978,0.7218,0.3354,1968,
22095,0.0989,0.7331,0.2134,1968,
22150,0.1045,0.7421,0.5793,1968,
22204,0.1109,0.7536,0.7317,1968,
22257,0.1126,0.7652,0.6402,1968,
22311,0.1102,0.7788,0.5488,1968,
22366,0.1025,0.7820,0.6098,1968,
22420,0.0978,0.7827,0.7622,1966,
22473,0.0907,0.7846,0.5793,1968,
22528,0.0812,0.7738,0.6098,1968,
22582,0.0889,0.7689,0.5183,1966,
22636,0.1027,0.7722,0.6402,1968,
22689,0.1157,0.7777,0.3049,1968,
22744,0.1242,0.7763,0.6707,1968,
22798,0.1209,0.7791,0.6707,1968,
22851,0.1202,0.7899,0.7622,1968,
22905,0.1172,0.7899,0.6402,1968,
22960,0.1091,0.7809,0.3963,1968,
23014,0.0901,0.7803,0.4268,1968,
23067,0.0759,0.7751,0.5183,1968,
23121,0.1163,0.7676,0.5793,1992,
23176,0.0112,1.9519,-6.2195,2014,
23229,1.7241,2.3033,-17.9268,2016,
23283,1.4104,2.9023,-34.9695,2038,
23337,0.9416,3.2479,-63.2317,2038,
23392,0.9185,3.5507,-64.6037,2036,
23445,0.6855,3.6110,-79.6342,2040,
23499,0.8376,3.7488,-94.6646,2046,
23554,0.8903,3.7461,-93.4146,2066,
23607,1.0771,3.8420,-105.9756,2096,
23661,0.9939,3.1119,-110.2744,2308,
23714,1.0321,2.4436,-107.9878,2748,
23769,0.8856,1.4798,-79.5732,3022,
23823,0.7290,0.9478,-40.3049,3150,
23876,0.2792,0.2579,-7.1646,3168,
23930,0.1788,0.0449,9.5427,3178,
23985,0.4816,-0.2542,12.8354,3162,
24039,0.3637,-0.2034,14.4207,3160,
24092,0.6180,-0.4280,12.4085,3154,
24146,0.6022,-0.5268,11.6463,3154,
24201,0.5421,-0.5938,8.0183,3138,
24255,0.4150,-0.6311,8.2012,3116,
24308,0.3880,-0.5940,6.4939,3128,
24363,1.5329,-1.3486,-3.7500,3124,
24417,1.1981,-2.0768,-10.6098,3092,
24470,0.5136,-1.4091,4.2988,3104,
24524,0.2691,-0.6704,-8.0183,3100,
24579,0.1162,-0.0786,-0.2744,3086,
24633,-0.0641,0.1526,0.3049,3084,
24686,0.0387,0.1278,-3.0183,3090,
24740,-0.2214,0.4485,-0.9451,3088,
24795,-0.2446,0.4354,0.3659,3070,
24848,-0.2426,0.4991,0.7622,3080,
24902,-0.2477,0.5037,0.6098,3074,
24956,-0.2532,0.5164,0.6098,3060,
25011,-0.2634,0.5333,0.4573,3042,
25064,-0.2634,0.5718,0.7927,3036,
