t,ax,ay,yawRate,steer
,-15.3049,1972,
9144,1.1306,3.6341,-273.3537,1968,
9198,1.4326,3.9904,-276.7988,1966,
9252,1.3103,4.2654,-273.6890,1968,
9306,1.4103,4.1924,-274.7866,1968,
9360,2.4034,4.2943,-270.4269,1968,
9414,2.6127,4.5042,-278.3842,1968,
9467,2.9372,4.3150,-268.4451,1968,
9522,2.7060,4.0333,-271.9817,1968,
9576,1.9843,3.9966,-269.8781,1968,
9630,1.5793,4.6051,-266.5244,1968,
9683,0.8612,3.7736,-266.3110,1968,
9738,1.2890,3.8554,-271.3110,1968,
9792,1.3089,3.9391,-270.4269,1968,
9845,1.9349,4.2449,-268.6890,1968,
9900,2.0109,4.3196,-273.2622,1968,
9954,1.9190,4.3257,-268.0183,1968,
10008,2.5006,4.0534,-268.7195,1968,
10061,2.2681,3.8427,-266.1585,1966,
10116,2.7564,4.0314,-270.0305,1968,
10170,3.0622,3.6024,-271.3720,1968,
10223,2.8970,3.8200,-271.5854,1980,
10277,1.7933,3.4568,-269.1769,1968,
10332,2.1400,3.7964,-269.9085,1968,
10386,2.4034,4.0508,-271.4939,1968,
10439,2.3321,4.2108,-270.5183,1968,
10493,2.3474,4.4843,-270.8842,1968,
10548,1.8152,4.5059,-270.4573,1966,
10601,1.7663,4.3905,-270.9451,1980,
10655,0.7383,4.1612,-270.0610,1968,
10710,1.5354,4.4087,-268.3537,1968,
10764,1.5563,4.5010,-271.0671,1968,
10817,2.1616,4.5527,-265.4573,1968,
10871,1.5521,4.2647,-264.6037,1968,
10926,1.6118,4.2918,-261.6464,1968,
10979,2.0197,4.4639,-266.0061,1968,
11033,2.2397,4.0768,-264.1159,1968,
11087,2.2543,4.5380,-269.2378,1968,
11142,1.6737,4.0034,-262.6524,1968,
11195,2.0759,4.6963,-265.5183,1968,
11249,2.0869,4.4829,-265.0915,1968,
11303,1.9003,4.3003,-266.1585,1966,
11358,1.3809,3.8056,-266.0061,1968,
11411,1.6314,3.8949,-270.6403,1968,
11465,1.3755,3.6604,-269.6647,1968,
11520,1.9456,3.9449,-269.1159,1966,
11573,1.4315,3.2593,-272.8659,1968,
11627,1.8625,2.9508,-273.5671,1968,
11681,1.2463,2.4827,-272.3781,1968,
11736,1.7703,2.7413,-270.2439,1968,
11789,1.9894,3.3667,-272.4390,1968,
11843,2.0307,3.6640,-267.2561,1966,
11897,1.9841,3.5082,-274.2073,1968,
11951,1.5140,3.3256,-266.4939,1968,
12005,1.2419,4.2794,-267.8354,1968,
12059,1.2262,3.9412,-267.3781,1968,
12113,1.5187,3.8214,-264.2073,1968,
12167,0.4129,3.2190,-260.1829,1968,
12221,0.4491,3.3188,-256.7378,1968,
12275,0.5044,3.3312,-258.5061,1968,
12328,1.1883,4.0076,-257.1342,1968,
12383,1.5511,4.0852,-262.0732,1968,
12437,1.6374,3.7135,-266.0671,1968,
12491,1.6441,3.4003,-269.6342,1968,
12545,1.4700,3.4802,-263.7805,1968,
12599,1.6246,3.6164,-267.9573,1968,
12653,0.9478,3.7459,-253.2012,1968,
12706,1.3750,3.8280,-265.1220,1968,
12761,1.3657,3.1246,-264.2683,1968,
12815,1.7869,3.3928,-264.7561,1968,
12869,1.8198,3.4588,-268.2317,1968,
12922,2.3378,3.8344,-267.6220,1968,
12977,1.8535,4.0855,-268.0793,1968,
13031,1.5288,3.5193,-270.9147,1968,
13084,1.3049,3.3283,-268.4451,1968,
13138,1.4940,3.4508,-270.2744,1968,
13193,1.7818,4.3432,-266.7378,1968,
13247,1.5317,4.0932,-265.5488,1968,
13300,1.3911,3.8717,-267.9573,1968,
13355,0.9501,3.8214,-262.5000,1968,
13409,1.2935,4.0991,-260.6708,1968,
13462,0.7839,3.6977,-257.9878,1980,
13516,1.9458,4.2243,-251.2805,1968,
13571,1.5298,4.0613,-258.8110,1968,
13625,2.2203,4.5132,-255.0305,1968,
13678,2.0257,4.8210,-256.8903,1968,
13732,2.3408,4.5962,-256.6464,1968,
13787,2.0886,4.1443,-263.8110,1968,
13840,2.2498,4.3306,-256.3720,1968,
13894,2.0124,4.1161,-264.4208,1968,
13948,2.5011,4.7510,-256.9512,1968,
14003,2.2786,4.9174,-265.9147,1968,
14056,2.2706,4.6824,-259.6342,1968,
14110,1.8878,4.8851,-264.3598,1968,
14164,2.4009,4.9012,-265.9147,1968,
14218,1.7177,4.7115,-258.2622,1968,
14272,1.9219,4.6943,-259.1464,1968,
14326,1.5447,4.4799,-261.5244,1968,
14381,1.8664,4.6020,-264.6647,1968,
14434,1.9160,4.8863,-259.2073,1968,
14488,2.4028,4.8088,-263.9939,1968,
14542,2.1827,4.4552,-263.2317,1968,
14597,2.1436,3.9443,-268.9634,1968,
14650,1.7882,3.5366,-265.5183,1968,
14704,1.9688,3.8425,-259.7561,1968,
14758,2.1223,3.9359,-261.8903,1968,
14812,2.9361,4.3277,-260.7927,1968,
14866,2.6084,4.2029,-264.7256,1968,
14920,3.0344,4.8419,-261.4329,1968,
14974,2.8800,4.9715,-260.2134,1968,
15028,2.6138,4.6912,-260.0610,1968,
15082,2.6130,4.8907,-262.8354,1968,
15136,1.7547,4.2922,-262.6220,1968,
15190,2.4816,4.4518,-262.9573,1968,
15244,2.0471,4.2141,-264.7866,1968,
15298,2.2276,3.8894,-259.0854,1968,
15352,1.5206,3.9519,-267.6220,1968,
15406,2.2872,4.3423,-259.1464,1968,
15460,1.9921,4.8036,-265.2744,1968,
15514,1.8743,4.7666,-256.8903,1968,
15567,1.1618,5.1224,-262.4695,1968,
15622,0.9285,4.5016,-260.5488,1968,
15676,1.8844,4.9980,-265.8842,1968,
15730,1.9284,4.7373,-268.9939,1968,
15783,2.2701,4.6359,-270.8842,1968,
15838,2.5496,4.5683,-275.5488,1968,
15892,2.6943,5.0428,-267.3171,1968,
15945,2.2407,4.6385,-271.9817,1968,
16000,2.2177,4.3204,-271.7683,1968,
16054,1.8384,4.2368,-273.9329,1968,
16108,1.6306,4.0244,-270.3354,1968,
16161,2.0840,3.7175,-273.6281,1968,
16216,2.1806,3.9930,-273.1403,1968,
16270,1.9805,4.0716,-269.0854,1968,
16323,1.5451,3.8362,-271.5244,1980,
16377,1.7293,3.7528,-274.1769,1968,
16432,1.9207,4.1553,-281.4024,1968,
16486,1.9671,4.0185,-275.0915,1968,
